"MEASURE","Measure","SEX_ABS","Sex","AGE","Age","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","104021088","Korora - Emerald Beach","A","Annual","2016","2016",183,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","104021088","Korora - Emerald Beach","A","Annual","2016","2016",180,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","104021089","Sawtell - Boambee","A","Annual","2016","2016",524,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","104021089","Sawtell - Boambee","A","Annual","2016","2016",530,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","104021090","Urunga","A","Annual","2016","2016",84,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","104021090","Urunga","A","Annual","2016","2016",88,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","104021091","Woolgoolga - Arrawarra","A","Annual","2016","2016",312,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","104021091","Woolgoolga - Arrawarra","A","Annual","2016","2016",298,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105011092","Bourke - Brewarrina","A","Annual","2016","2016",150,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105011092","Bourke - Brewarrina","A","Annual","2016","2016",144,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105011093","Cobar","A","Annual","2016","2016",140,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105011093","Cobar","A","Annual","2016","2016",137,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105011094","Coonamble","A","Annual","2016","2016",103,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105011094","Coonamble","A","Annual","2016","2016",136,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105011095","Nyngan - Warren","A","Annual","2016","2016",154,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105011095","Nyngan - Warren","A","Annual","2016","2016",136,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105011096","Walgett - Lightning Ridge","A","Annual","2016","2016",193,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105011096","Walgett - Lightning Ridge","A","Annual","2016","2016",178,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105021097","Broken Hill","A","Annual","2016","2016",524,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105021097","Broken Hill","A","Annual","2016","2016",528,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105021098","Far West","A","Annual","2016","2016",84,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105021098","Far West","A","Annual","2016","2016",76,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105031099","Coonabarabran","A","Annual","2016","2016",171,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105031099","Coonabarabran","A","Annual","2016","2016",153,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105031100","Dubbo - East","A","Annual","2016","2016",369,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105031100","Dubbo - East","A","Annual","2016","2016",391,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105031101","Dubbo - South","A","Annual","2016","2016",579,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105031101","Dubbo - South","A","Annual","2016","2016",574,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105031102","Dubbo - West","A","Annual","2016","2016",323,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105031102","Dubbo - West","A","Annual","2016","2016",327,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105031103","Dubbo Region","A","Annual","2016","2016",138,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105031103","Dubbo Region","A","Annual","2016","2016",134,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105031104","Gilgandra","A","Annual","2016","2016",119,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105031104","Gilgandra","A","Annual","2016","2016",114,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105031105","Narromine","A","Annual","2016","2016",179,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105031105","Narromine","A","Annual","2016","2016",164,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","105031106","Wellington","A","Annual","2016","2016",354,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","105031106","Wellington","A","Annual","2016","2016",235,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106011107","Branxton - Greta - Pokolbin","A","Annual","2016","2016",306,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106011107","Branxton - Greta - Pokolbin","A","Annual","2016","2016",279,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106011108","Cessnock","A","Annual","2016","2016",867,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106011108","Cessnock","A","Annual","2016","2016",767,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106011109","Cessnock Region","A","Annual","2016","2016",208,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106011109","Cessnock Region","A","Annual","2016","2016",219,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106011110","Dungog","A","Annual","2016","2016",211,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106011110","Dungog","A","Annual","2016","2016",186,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106011111","Kurri Kurri - Abermain","A","Annual","2016","2016",607,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106011111","Kurri Kurri - Abermain","A","Annual","2016","2016",586,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106011112","Singleton","A","Annual","2016","2016",694,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106011112","Singleton","A","Annual","2016","2016",529,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106011113","Singleton Region","A","Annual","2016","2016",121,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106011113","Singleton Region","A","Annual","2016","2016",104,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106021114","Maitland","A","Annual","2016","2016",206,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106021114","Maitland","A","Annual","2016","2016",267,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106021115","Maitland - East","A","Annual","2016","2016",859,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106021115","Maitland - East","A","Annual","2016","2016",871,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106021116","Maitland - North","A","Annual","2016","2016",194,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106021116","Maitland - North","A","Annual","2016","2016",188,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106021117","Maitland - West","A","Annual","2016","2016",822,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106021117","Maitland - West","A","Annual","2016","2016",874,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106021118","Thornton - Millers Forest","A","Annual","2016","2016",332,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106021118","Thornton - Millers Forest","A","Annual","2016","2016",335,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106031119","Anna Bay","A","Annual","2016","2016",172,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106031119","Anna Bay","A","Annual","2016","2016",143,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106031120","Lemon Tree Passage - Tanilba Bay","A","Annual","2016","2016",151,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106031120","Lemon Tree Passage - Tanilba Bay","A","Annual","2016","2016",140,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106031121","Nelson Bay Peninsula","A","Annual","2016","2016",461,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106031121","Nelson Bay Peninsula","A","Annual","2016","2016",467,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106031122","Raymond Terrace","A","Annual","2016","2016",509,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106031122","Raymond Terrace","A","Annual","2016","2016",522,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106031123","Seaham - Woodville","A","Annual","2016","2016",176,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106031123","Seaham - Woodville","A","Annual","2016","2016",141,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106031124","Tea Gardens - Hawks Nest","A","Annual","2016","2016",67,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106031124","Tea Gardens - Hawks Nest","A","Annual","2016","2016",88,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106031125","Williamtown - Medowie - Karuah","A","Annual","2016","2016",462,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106031125","Williamtown - Medowie - Karuah","A","Annual","2016","2016",373,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106041126","Muswellbrook","A","Annual","2016","2016",407,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106041126","Muswellbrook","A","Annual","2016","2016",419,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106041127","Muswellbrook Region","A","Annual","2016","2016",112,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106041127","Muswellbrook Region","A","Annual","2016","2016",100,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106041128","Scone","A","Annual","2016","2016",145,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106041128","Scone","A","Annual","2016","2016",140,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","106041129","Scone Region","A","Annual","2016","2016",200,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","106041129","Scone Region","A","Annual","2016","2016",201,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107011131","Dapto - Avondale","A","Annual","2016","2016",751,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107011131","Dapto - Avondale","A","Annual","2016","2016",725,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107011132","Horsley - Kembla Grange","A","Annual","2016","2016",255,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107011132","Horsley - Kembla Grange","A","Annual","2016","2016",238,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107011133","Port Kembla Industrial","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107011133","Port Kembla Industrial","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107011134","Unanderra - Mount Kembla","A","Annual","2016","2016",630,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107011134","Unanderra - Mount Kembla","A","Annual","2016","2016",487,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107011545","Berkeley - Lake Heights - Cringila","A","Annual","2016","2016",495,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107011545","Berkeley - Lake Heights - Cringila","A","Annual","2016","2016",497,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107011546","Port Kembla - Warrawong","A","Annual","2016","2016",321,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107011546","Port Kembla - Warrawong","A","Annual","2016","2016",329,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107011547","Windang - Primbee","A","Annual","2016","2016",130,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107011547","Windang - Primbee","A","Annual","2016","2016",98,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107021135","Illawarra Catchment Reserve","A","Annual","2016","2016",1,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107021135","Illawarra Catchment Reserve","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107031136","Albion Park - Macquarie Pass","A","Annual","2016","2016",516,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107031136","Albion Park - Macquarie Pass","A","Annual","2016","2016",469,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107031137","Albion Park Rail","A","Annual","2016","2016",247,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107031137","Albion Park Rail","A","Annual","2016","2016",234,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107031138","Kiama","A","Annual","2016","2016",210,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107031138","Kiama","A","Annual","2016","2016",185,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107031139","Kiama Downs - Minnamurra","A","Annual","2016","2016",201,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107031139","Kiama Downs - Minnamurra","A","Annual","2016","2016",153,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107031140","Kiama Hinterland - Gerringong","A","Annual","2016","2016",221,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107031140","Kiama Hinterland - Gerringong","A","Annual","2016","2016",161,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107031141","Shellharbour - Flinders","A","Annual","2016","2016",553,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107031141","Shellharbour - Flinders","A","Annual","2016","2016",525,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107031142","Shellharbour - Oak Flats","A","Annual","2016","2016",306,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107031142","Shellharbour - Oak Flats","A","Annual","2016","2016",341,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107031143","Warilla","A","Annual","2016","2016",702,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107031143","Warilla","A","Annual","2016","2016",706,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107041144","Balgownie - Fairy Meadow","A","Annual","2016","2016",958,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107041144","Balgownie - Fairy Meadow","A","Annual","2016","2016",896,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107041145","Corrimal - Tarrawanna - Bellambi","A","Annual","2016","2016",531,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107041145","Corrimal - Tarrawanna - Bellambi","A","Annual","2016","2016",522,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107041146","Figtree - Keiraville","A","Annual","2016","2016",1122,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107041146","Figtree - Keiraville","A","Annual","2016","2016",911,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107041147","Helensburgh","A","Annual","2016","2016",324,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107041147","Helensburgh","A","Annual","2016","2016",256,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107041148","Thirroul - Austinmer - Coalcliff","A","Annual","2016","2016",303,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107041148","Thirroul - Austinmer - Coalcliff","A","Annual","2016","2016",274,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107041150","Woonona - Bulli - Russell Vale","A","Annual","2016","2016",573,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107041150","Woonona - Bulli - Russell Vale","A","Annual","2016","2016",519,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107041548","Wollongong - East","A","Annual","2016","2016",1112,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107041548","Wollongong - East","A","Annual","2016","2016",1113,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","107041549","Wollongong - West","A","Annual","2016","2016",1312,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","107041549","Wollongong - West","A","Annual","2016","2016",1073,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108011151","Bulahdelah - Stroud","A","Annual","2016","2016",102,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108011151","Bulahdelah - Stroud","A","Annual","2016","2016",98,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108011152","Forster","A","Annual","2016","2016",268,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108011152","Forster","A","Annual","2016","2016",282,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108011153","Forster-Tuncurry Region","A","Annual","2016","2016",92,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108011153","Forster-Tuncurry Region","A","Annual","2016","2016",95,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108011154","Tuncurry","A","Annual","2016","2016",101,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108011154","Tuncurry","A","Annual","2016","2016",103,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108021155","Kempsey","A","Annual","2016","2016",489,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108021155","Kempsey","A","Annual","2016","2016",408,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108021156","Kempsey Region","A","Annual","2016","2016",192,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108021156","Kempsey Region","A","Annual","2016","2016",166,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108021157","Macksville - Scotts Head","A","Annual","2016","2016",122,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108021157","Macksville - Scotts Head","A","Annual","2016","2016",104,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108021158","Nambucca Heads","A","Annual","2016","2016",137,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108021158","Nambucca Heads","A","Annual","2016","2016",117,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108021159","Nambucca Heads Region","A","Annual","2016","2016",180,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108021159","Nambucca Heads Region","A","Annual","2016","2016",159,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108021160","South West Rocks","A","Annual","2016","2016",94,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108021160","South West Rocks","A","Annual","2016","2016",83,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108031161","Lord Howe Island","A","Annual","2016","2016",4,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108031161","Lord Howe Island","A","Annual","2016","2016",15,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108041162","Laurieton - Bonny Hills","A","Annual","2016","2016",285,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108041162","Laurieton - Bonny Hills","A","Annual","2016","2016",223,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108041163","Port Macquarie - East","A","Annual","2016","2016",633,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108041163","Port Macquarie - East","A","Annual","2016","2016",645,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108041164","Port Macquarie - West","A","Annual","2016","2016",382,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108041164","Port Macquarie - West","A","Annual","2016","2016",401,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108041165","Port Macquarie Region","A","Annual","2016","2016",120,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108041165","Port Macquarie Region","A","Annual","2016","2016",133,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108041166","Wauchope","A","Annual","2016","2016",270,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108041166","Wauchope","A","Annual","2016","2016",269,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108051167","Gloucester","A","Annual","2016","2016",118,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108051167","Gloucester","A","Annual","2016","2016",88,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108051168","Old Bar - Manning Point - Red Head","A","Annual","2016","2016",177,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108051168","Old Bar - Manning Point - Red Head","A","Annual","2016","2016",171,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108051169","Taree","A","Annual","2016","2016",568,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108051169","Taree","A","Annual","2016","2016",613,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108051170","Taree Region","A","Annual","2016","2016",235,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108051170","Taree Region","A","Annual","2016","2016",208,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","108051171","Wingham","A","Annual","2016","2016",131,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","108051171","Wingham","A","Annual","2016","2016",134,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109011172","Albury - East","A","Annual","2016","2016",552,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109011172","Albury - East","A","Annual","2016","2016",658,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109011173","Albury - North","A","Annual","2016","2016",374,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109011173","Albury - North","A","Annual","2016","2016",367,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109011174","Albury - South","A","Annual","2016","2016",337,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109011174","Albury - South","A","Annual","2016","2016",367,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109011175","Albury Region","A","Annual","2016","2016",274,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109011175","Albury Region","A","Annual","2016","2016",199,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109011176","Lavington","A","Annual","2016","2016",522,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109011176","Lavington","A","Annual","2016","2016",509,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109021177","Hay","A","Annual","2016","2016",91,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109021177","Hay","A","Annual","2016","2016",75,,
"ERP","Estimated Resident Population","1","Males","A20","20 - 24","SA2","Statistical Area Level 2","109021178","Wentworth - Buronga","A","Annual","2016","2016",143,,
"ERP","Estimated Resident Population","2","Females","A20","20 - 24","SA2","Statistical Area Level 2","109021178","Wentworth - Buronga","A","Annual","2016","2016",156,,
